Date,tier_opt_stock_weight,tier_opt_bond_weight,tier_opt_cash_weight,tier_opt_signal_stock_weight,tier_opt_turnover,tier_opt_transaction_cost,tier_opt_return_gross,tier_opt_return_net,tier_opt_hold_reason,tier1_signal,tier2_signal,tier3_signal,full_stock_signal,prob_high_vol,prob_up_strengthening_score,prob_down_strengthening_score,stock_next_return,bond_next_return,cash_next_return,base_lt25_weight,tier1_weight,tier2_weight,tier3_weight,full_weight,tier_opt_equity_net,tier_opt_equity_gross,tier_opt_fold
2021-05-10,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,-0.018615593035672454,-0.018615593035672454,hold,False,False,False,False,0.4850324461321338,0.20010605659337263,0.3408323941678075,-0.02588300119386533,-0.0048217129274865655,-0.0001092494189894877,0.76,0.78,0.9,0.96,0.98,221949158.65994528,230546825.48510176,21
2021-05-11,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.005953544068886498,0.005953544068886498,hold,False,False,False,False,0.532936584909283,0.22063570127611626,0.3317627600641798,0.007731321901531807,0.003347332576177253,0.0,0.76,0.78,0.9,0.96,0.98,223270542.75707954,231919396.17056918,21
2021-05-12,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.015468839614885557,0.015468839614885557,hold,False,False,False,False,0.5933442942496558,0.23871371419053186,0.3198860584751381,0.022076851242118334,0.0021950998569475466,0.0,0.76,0.78,0.9,0.96,0.98,226724278.97371724,235506920.11351284,21
2021-05-13,0.6,0.26,0.13999999999999999,0.6,0.16000000000000014,0.00016000000000000015,-0.003875045192918198,-0.004035045192918198,scheduled,False,False,False,False,0.6273175844696477,0.2496731616982661,0.3145827903837723,-0.00606625388661397,-0.0009638055798150136,0.00010926135572919549,0.76,0.78,0.9,0.96,0.98,225809436.2617265,234594320.15482798,21
2021-05-14,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,-0.0040504338338019025,-0.0040504338338019025,hold,False,False,False,False,0.6257706298788872,0.26439806573626135,0.3178233937722625,-0.006750723056336505,0.0,0.0,0.76,0.78,0.9,0.96,0.98,224894810.08110026,233644111.38325512,21
2021-05-17,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,-0.00010151688901995255,-0.00010151688901995255,hold,False,False,False,False,0.6238831940561895,0.2823300693795377,0.31568001081912306,0.0011482202537269615,-0.0029813620099907734,-0.0001092494189894877,0.76,0.78,0.9,0.96,0.98,224871979.4596241,233620392.55992967,21
2021-05-18,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.01268079076278044,0.01268079076278044,hold,False,False,False,False,0.6419732886009191,0.2981188817335089,0.31365483815202955,0.019343331783007178,0.00413381420375436,0.0,0.76,0.78,0.9,0.96,0.98,227723533.97956383,236582883.87590078,21
2021-05-19,0.6,0.26,0.13999999999999999,0.78,0.0,0.0,-0.003214415106889947,-0.003214415106889947,hold,True,False,False,False,0.6484753703663331,0.30298563629228703,0.3178773962041979,-0.005534653050614957,0.00035030820644976757,0.00010926135572919549,0.76,0.78,0.9,0.96,0.98,226991536.01174554,235822408.2799385,21
2021-05-20,0.78,0.143,0.07699999999999999,0.78,0.3600000000000001,0.00036000000000000013,0.013248036152999472,0.012888036152999471,scheduled,True,False,False,False,0.588749457194625,0.3168847631030564,0.3170641637336744,0.016818884141138524,0.0009630680291861093,-0.0001092494189894877,0.76,0.78,0.9,0.96,0.98,229917011.13428983,238946592.0705185,21
2021-05-21,0.78,0.143,0.07699999999999999,0.6,0.0,0.0,0.001604562594396947,0.001604562594396947,hold,False,False,False,False,0.5191286342547973,0.29112579244636766,0.34298278850336,0.0013835529609773634,0.003674064928913312,0.0,0.76,0.78,0.9,0.96,0.98,230285927.37017143,239329996.83421347,21
2021-05-24,0.78,0.143,0.07699999999999999,0.68,0.0,0.0,0.002555399184232545,0.002555399184232545,hold,False,False,False,False,0.4664018751834809,0.25199779935459354,0.37513333391226966,0.0034839009830913703,-0.0011331719061449252,0.0,0.76,0.78,0.9,0.96,0.98,230874399.84111345,239941580.51288602,21
2021-05-25,0.78,0.143,0.07699999999999999,0.68,0.0,0.0,-0.0031590503133776004,-0.0031590503133776004,hold,False,False,False,False,0.4176108816009,0.24691389973818692,0.37666316543567535,-0.003740981545538924,-0.0017447400856530626,0.00010926135572919549,0.76,0.78,0.9,0.96,0.98,230145055.9959445,239183592.9877745,21
2021-05-26,0.78,0.143,0.07699999999999999,0.68,0.0,0.0,0.0024477197705812764,0.0024477197705812764,hold,False,False,False,False,0.3753468672738399,0.21843934153851785,0.40165369504475223,0.0031540996919210418,-8.725866515479908e-05,0.0,0.76,0.78,0.9,0.96,0.98,230708386.59960732,239769047.39712933,21
2021-05-27,0.78,0.143,0.07699999999999999,0.74,0.0,0.0,-0.0026274975801867805,-0.0026274975801867805,hold,False,False,False,False,0.3342951502878909,0.19817992426559525,0.41852502921269596,-0.003324054696930645,-0.0001840749043264811,-0.0001092494189894877,0.76,0.78,0.9,0.96,0.98,230102200.87208804,239139054.8052897,21
2021-05-28,0.78,0.143,0.07699999999999999,0.74,0.0,0.0,0.0016861301163513252,0.0016861301163513252,hold,False,False,False,False,0.28591443041186365,0.18387088017213313,0.43167814342123284,0.001953160248431507,0.001137518339683563,0.0,0.76,0.78,0.9,0.96,0.98,230490183.12281722,239542274.36759266,21
2021-06-01,0.78,0.143,0.07699999999999999,0.74,0.0,0.0,-0.008478993614567734,-0.008478993614567734,hold,False,False,False,False,0.2527011861221554,0.18344451014981983,0.43619364143288064,-0.010405853169813128,-0.002534462532262194,0.0,0.76,0.78,0.9,0.96,0.98,228535858.3318983,237511196.9528108,21
2021-06-02,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.014033919579403153,0.014033919579403153,hold,False,False,False,False,0.21572117906559723,0.18428647698577566,0.43564243295102245,0.01696953444775562,0.005519367732605751,0.00010926135572919549,0.76,0.78,0.9,0.96,0.98,231743112.18873808,240844409.99005437,21
2021-06-03,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.0021953672080122296,0.0021953672080122296,hold,False,False,False,False,0.20763090105167936,0.18734373471396762,0.4348176927933454,0.002979920558565663,-0.0007842406793329149,-0.0002184988379789754,0.76,0.78,0.9,0.96,0.98,232251873.41791987,241373151.90997958,21
2021-06-04,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.0007823693285358363,0.0007823693285358363,hold,False,False,False,False,0.18647716670343215,0.18178960203421313,0.4463681170039751,0.00047544920092956744,0.002877754907767649,0.0,0.76,0.78,0.9,0.96,0.98,232433580.16017702,241561994.860766,21
2021-06-07,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.0006325641004238847,0.0006325641004238847,hold,False,False,False,False,0.16152154135785202,0.1760117876541381,0.4554747754415992,0.00023709802476523656,0.0031302632245244766,0.0,0.76,0.78,0.9,0.96,0.98,232580609.29871935,241714798.30674168,21
2021-06-08,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.008636150290793062,0.008636150290793062,hold,False,False,False,False,0.14154390080334023,0.16665416022555313,0.44047908679276276,0.010420504164336597,0.0035535457525210923,0.0,0.76,0.78,0.9,0.96,0.98,234589210.3953473,243802283.6324274,21
2021-06-09,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.001838324221641769,0.001838324221641769,hold,False,False,False,False,0.12954860559524056,0.15657003125726804,0.4276640286774042,0.0026152182714906935,-0.0014682522646288776,0.00010927329507737227,0.76,0.78,0.9,0.96,0.98,235020461.42295286,244250471.27572048,21
2021-06-10,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.007020692987371757,0.007020692987371757,hold,False,False,False,False,0.12577999397308348,0.14525256671210995,0.41253897695222586,0.00958252197240661,-0.0031137134735262917,-0.00010926135572908446,0.76,0.78,0.9,0.96,0.98,236670467.92835388,245965278.84656817,21
2021-06-11,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.005069329562655478,-0.005069329562655478,hold,False,False,False,False,0.1231478758282268,0.1302735154126384,0.3951852177791987,-0.006530936164747536,0.00017343108984335665,0.0,0.76,0.78,0.9,0.96,0.98,235470707.32867718,244718399.78712445,21
2021-06-14,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.0038203665062125857,-0.0038203665062125857,hold,False,False,False,False,0.12608189928358823,0.11369783795005432,0.36276385810582595,-0.0036522110812433617,-0.006853537808137911,0.00010927329507737227,0.76,0.78,0.9,0.96,0.98,234571122.9252045,243783485.8091238,21
2021-06-15,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.010407915122364778,0.010407915122364778,hold,False,False,False,False,0.12804600464423022,0.10069112880708497,0.3438794214292984,0.012697676413100822,0.0035814031086522924,-0.00010926135572908446,0.76,0.78,0.9,0.96,0.98,237012519.26276785,246320763.63765943,21
2021-06-16,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.005303488518994167,-0.005303488518994167,hold,False,False,False,False,0.13777249915241838,0.09733832599805012,0.3491725105342338,-0.007847389688426465,0.005657771987814808,0.00010927329507737227,0.76,0.78,0.9,0.96,0.98,235755526.08799985,245014404.29571718,21
2021-06-17,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.004381257553167223,0.004381257553167223,hold,False,False,False,False,0.155629503822622,0.09372897874902392,0.3486148861316572,0.006214875942033737,-0.003202325575020648,-0.00010926135572908446,0.76,0.78,0.9,0.96,0.98,236788431.7673738,246087875.50517258,21
2021-06-18,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.007531786215551155,0.007531786215551155,hold,False,False,False,False,0.16926476943962077,0.0930864360247809,0.37374626602949124,0.009321881382534647,0.0018232079522666478,0.0,0.76,0.78,0.9,0.96,0.98,238571871.61376125,247941356.77371666,21
2021-06-21,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,9.638883560858161e-05,9.638883560858161e-05,hold,False,False,False,False,0.16936054034883008,0.09187452681611609,0.3878007749254105,0.0004890097520888759,-0.001993278119026165,0.0,0.76,0.78,0.9,0.96,0.98,238594867.27867502,247965255.55239528,21
2021-06-22,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.004806189860306773,0.004806189860306773,hold,False,False,False,False,0.166198287653582,0.091278922893212,0.39427573301648916,0.006182845962695804,-0.0001737345057126749,0.00010927329507737227,0.76,0.78,0.9,0.96,0.98,239741599.51051098,249157023.64933953,21
2021-06-23,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.0012567397744601483,-0.0012567397744601483,hold,False,False,False,False,0.1556690010224705,0.09091871717414234,0.3949957457216416,-0.0012290065658935312,-0.002084717853588769,0.0,0.76,0.78,0.9,0.96,0.98,239440306.70681342,248843898.1076333,21
2021-06-24,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.009925774773949996,0.009925774773949996,hold,False,False,False,False,0.14114915358237365,0.08777389714522676,0.37946221144280934,0.012161643261340727,0.003133609471995591,-0.00010926135572908446,0.76,0.78,0.9,0.96,0.98,241816937.26299077,251313866.59412143,21
2021-06-25,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.0028971658049446254,0.0028971658049446254,hold,False,False,False,False,0.13956063549750997,0.08568269619890304,0.36424526543633196,0.0036188720567857935,0.0005205986059559908,0.0,0.76,0.78,0.9,0.96,0.98,242517521.02468553,252041964.53472632,21
2021-06-28,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.0010072858054844065,-0.0010072858054844065,hold,False,False,False,False,0.14084652745003964,0.08249661631545613,0.34503878631603757,-0.0015775862938552931,0.0015610594665924626,0.0,0.76,0.78,0.9,0.96,0.98,242273236.56817612,251788086.24146408,21
2021-06-29,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.00021365958693083924,0.00021365958693083924,hold,False,False,False,False,0.13903583275732,0.07978988491235749,0.3316665316079287,0.00039499759518513144,-0.0007192488184232237,0.00010927329507737227,0.76,0.78,0.9,0.96,0.98,242325000.56782568,251841883.17996457,21
2021-06-30,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.009465775848685532,0.009465775848685532,hold,False,False,False,False,0.1297639974389717,0.07138627034369041,0.29573004109337486,0.011478755890067971,0.003641673977787807,-0.00010926135572908446,0.76,0.78,0.9,0.96,0.98,244618794.7057333,254225761.99545696,21
2021-07-01,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.004116226862321048,0.004116226862321048,hold,False,False,False,False,0.11579878737660089,0.06164829036438861,0.25326359491690276,0.0043218201865307115,0.005269971741424628,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,245625701.15952963,255272212.90607667,21
2021-07-02,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.0020638423531944465,0.0020638423531944465,hold,False,False,False,False,0.12583738340163111,0.05367493222539669,0.21874159996605752,0.0021102315621155388,0.0029221100331771055,0.0,0.76,0.78,0.9,0.96,0.98,246132633.88461575,255799054.51066592,21
2021-07-06,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.004335232107397278,-0.004335232107397278,hold,False,False,False,False,0.1370996570082298,0.04736018869875995,0.19011197066511157,-0.00604002058621278,0.0025705188212663543,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,245065591.7875209,254690106.2365094,21
2021-07-07,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.004149030446031522,0.004149030446031522,hold,False,False,False,False,0.14468586429892413,0.042687172699744244,0.16895713249041416,0.006243685856642811,-0.005042269385663434,0.0,0.76,0.78,0.9,0.96,0.98,246082376.38912204,255746823.2415877,22
2021-07-08,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.002972780223325369,0.002972780223325369,hold,False,False,False,False,0.16780302308453943,0.04377438905705043,0.1756159186927476,0.0039058241328073784,-0.0005158223794712313,0.0,0.76,0.78,0.9,0.96,0.98,246813925.21096054,256507102.3398986,22
2021-07-09,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.0004424690433742606,-0.0004424690433742606,hold,False,False,False,False,0.17759763156960776,0.044040871508729415,0.1769575331151452,0.0,-0.003094189114505319,0.0,0.76,0.78,0.9,0.96,0.98,246704717.689581,256393605.88770756,22
2021-07-12,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.002006868653481781,0.002006868653481781,hold,False,False,False,False,0.18414545109935382,0.0445281289818321,0.17733663032271282,0.0017933810441566056,0.004310701267386419,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,247199821.6541783,256908154.17831677,22
2021-07-13,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.004868438759611194,-0.004868438759611194,hold,False,False,False,False,0.16972989757409526,0.04404730058893987,0.17027717475547605,-0.007023555900654732,0.0042065390523908786,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,245996344.46106812,255657412.5628549,22
2021-07-14,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.006341791626090493,-0.006341791626090493,hold,False,False,False,False,0.15484533594586575,0.044157947369776664,0.16688799314491407,-0.008099156157111653,-0.00017097778701680166,0.0,0.76,0.78,0.9,0.96,0.98,244436286.90371603,254036086.5247158,22
2021-07-15,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,-0.0051767385829671305,-0.0051767385829671305,hold,False,False,False,False,0.15264650861947332,0.04753614485403579,0.1770142679516109,-0.008193572086481526,0.008549975431364265,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,243170904.14622435,252721008.11413732,22
2021-07-16,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.008878982037207848,0.008878982037207848,hold,False,False,False,False,0.17677259076780524,0.047897103531957835,0.1759286972796114,0.011616513099430792,-0.001272015247190006,0.0,0.76,0.78,0.9,0.96,0.98,245330014.2361103,254964913.40560782,22
2021-07-19,0.78,0.143,0.07699999999999999,0.76,0.0,0.0,0.005196562730349794,0.005196562730349794,hold,False,False,False,False,0.22461413166781102,0.062392606664396284,0.22097404915370633,0.0077204311976297735,-0.005771843383226782,0.0,0.76,0.78,0.9,0.96,0.98,246604887.04472587,256289854.57215828,22
2021-07-20,0.78,0.143,0.07699999999999999,0.74,0.0,0.0,0.00549378063289645,0.00549378063289645,hold,False,False,False,False,0.2931726773966837,0.06856572865953425,0.26267768638157424,0.00660990451848531,0.002305282168323819,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,247959680.1971498,257697854.81161466,22
2021-07-21,0.78,0.143,0.07699999999999999,0.74,0.0,0.0,0.008880865428836576,0.008880865428836576,hold,False,False,False,False,0.33065250481586816,0.07269470214557236,0.2844948079903033,0.011677624211714033,-0.0015334448538723011,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,250161776.74875805,259986434.7814965,22
2021-07-22,0.78,0.143,0.07699999999999999,0.68,0.0,0.0,0.0005251898069867811,0.0005251898069867811,hold,False,False,False,False,0.3720265266703156,0.07476803531837613,0.3029764630740871,0.0007876646242952479,-0.000682436072525272,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,250293159.16400418,260122977.00699857,22
2021-07-23,0.78,0.143,0.07699999999999999,0.68,0.0,0.0,-0.007992138624971584,-0.007992138624971584,hold,False,False,False,False,0.38300369474340884,0.07647888464726331,0.3152773457842929,-0.011018114302962512,0.004268457157593053,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,248292781.53908336,258044038.1152183,22
2021-07-26,0.68,0.20799999999999996,0.11199999999999997,0.68,0.19999999999999996,0.00019999999999999996,0.002789185724273576,0.002589185724273576,scheduled,False,False,False,False,0.3721450074989305,0.07817974230689557,0.3221817501067582,0.003841761024915513,0.0008499434006299378,0.0,0.76,0.78,0.9,0.96,0.98,248935657.6644845,258763770.8625632,22
2021-07-27,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,0.0005845003802010091,0.0005845003802010091,hold,False,False,False,False,0.3673413529603709,0.08065053354529689,0.3419586198352776,0.0017769221304553273,-0.003057810090959956,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,249081160.65103498,258915018.3850146,22
2021-07-28,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,-0.0029714608690013774,-0.0029714608690013774,hold,False,False,False,False,0.35243990306623496,0.08255354683844544,0.35539932106382854,-0.005211859053530943,0.002811633582404882,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,248341025.72895497,258145662.53948677,22
2021-07-29,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.0009682390067188125,0.0009682390067188125,hold,False,False,False,False,0.3358667778564074,0.08440026102462357,0.3650946000802678,8.210965818089555e-05,0.004386559803633672,0.0,0.76,0.78,0.9,0.96,0.98,248581479.1970343,258395609.23937276,22
2021-07-30,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.004174839165318723,0.004174839165318723,hold,False,False,False,False,0.33530546259824767,0.0858384687075854,0.375928395313838,0.006061745356382264,0.0002540977066287642,0.0,0.76,0.78,0.9,0.96,0.98,249619266.89215896,259474369.34897166,22
2021-08-02,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.000929391917708749,0.000929391917708749,hold,False,False,False,False,0.32497252193796883,0.08736957418582256,0.36783680166605087,0.0014444570800662415,-0.0002540331573860355,0.0,0.76,0.78,0.9,0.96,0.98,249851261.02131286,259715522.73069713,22
2021-08-03,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.0035563985178033615,0.0035563985178033615,hold,False,False,False,False,0.3062291455843169,0.08480913695746507,0.35422184708012905,0.006343177524829491,-0.0036392413417341007,0.0,0.76,0.78,0.9,0.96,0.98,250739831.67568037,260639174.6307871,22
2021-08-04,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,-0.004186975862060513,-0.004186975862060513,hold,False,False,False,False,0.29325649086968,0.08226916110807313,0.34197004263095643,-0.004382267578331933,-0.005861787207720459,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,249689990.05279717,259547884.6979006,22
2021-08-05,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.0008119909677487024,0.0008119909677487024,hold,False,False,False,False,0.2819535985167019,0.08111183870071986,0.3283636595170479,0.001847452027652574,-0.0021359442839185006,0.0,0.76,0.78,0.9,0.96,0.98,249892736.0694573,259758635.23597357,22
2021-08-06,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,-0.0038894154005706004,-0.0038894154005706004,hold,False,False,False,False,0.2765484133418793,0.07734433036456939,0.33691404515747136,-0.005125537679704362,-0.0018838138491878986,-0.00010907587268349506,0.76,0.78,0.9,0.96,0.98,248920799.41329804,258748325.99965554,22
2021-08-09,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,-0.0009357642451598995,-0.0009357642451598995,hold,False,False,False,False,0.27405658301386193,0.07110105305119588,0.3561072495126602,-0.001717314721212948,0.0011154315637735834,0.0,0.76,0.78,0.9,0.96,0.98,248687868.22933045,258506198.5676901,22
2021-08-10,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.0022369807446333445,0.0022369807446333445,hold,False,False,False,False,0.2900964367141795,0.0662546989765671,0.3713755056334758,0.0036042791261623464,-0.0010285051017165925,0.0,0.76,0.78,0.9,0.96,0.98,249244178.20198336,259084471.9562544,22
2021-08-11,0.68,0.20799999999999996,0.11199999999999997,0.74,0.0,0.0,0.0035945776232258063,0.0035945776232258063,hold,False,False,False,False,0.31969408450651704,0.06225779560255422,0.3884485377829061,0.0035100575069977324,0.005747695615655246,0.00010908777152729421,0.76,0.78,0.9,0.96,0.98,250140105.74766755,260015771.2016736,22
2021-08-12,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,0.0007318089074799747,0.0007318089074799747,hold,False,False,False,False,0.38311286909974024,0.05898369388254765,0.4064934534836807,0.0004338371516368067,0.0022176240712030726,-0.00021844787895797246,0.76,0.78,0.9,0.96,0.98,250323160.50517166,260206053.05912423,22
2021-08-13,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,-0.006095795476338587,-0.006095795476338587,hold,False,False,False,False,0.41891572880444233,0.05304163034008889,0.3773780433075846,-0.008808165813627755,-0.0005107823224601571,0.0,0.76,0.78,0.9,0.96,0.98,248797241.7157415,258619890.1779705,22
2021-08-16,0.68,0.20799999999999996,0.11199999999999997,0.68,0.0,0.0,-0.006650970150091924,-0.006650970150091924,hold,False,False,False,False,0.462383903620372,0.04923510437144324,0.36385476717144905,-0.009624542196113639,-0.0005109685419935062,0.0,0.76,0.78,0.9,0.96,0.98,247142498.68766487,256899817.00817674,22
2021-08-17,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.003770685745492287,0.003770685745492287,hold,False,False,False,False,0.5088446569127811,0.04608352031175689,0.35357404287050453,0.0048315467028556824,0.0022152042276830652,0.00021849560886022523,0.76,0.78,0.9,0.96,0.98,248074395.3845718,257868505.48618904,22
2021-08-18,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.006848991269525321,0.006848991269525321,hold,False,False,False,False,0.5548176729442904,0.048108148980936655,0.36425022952763086,0.010358063869966072,-0.0009350584714019616,0.0,0.76,0.78,0.9,0.96,0.98,249773454.75275347,259634644.62894946,22
2021-08-19,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.010199185743646162,0.010199185743646162,hold,False,False,False,False,0.5689883644701712,0.05213415499764789,0.3830252208440658,0.014956739668387176,0.0002551390941643028,-0.00021844787895797246,0.76,0.78,0.9,0.96,0.98,252320940.611609,262282706.59500566,22
2021-08-20,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,0.001510753765546788,0.001510753765546788,hold,False,False,False,False,0.5756289970369393,0.05237871341341949,0.40501784549480035,0.003054250631347344,-0.002721810883506759,0.0,0.76,0.78,0.9,0.96,0.98,252702135.42276433,262678951.18163186,22
2021-08-23,0.6,0.26,0.13999999999999999,0.6,0.16000000000000014,0.00016000000000000015,-0.00033092837342377343,-0.0004909283734237735,scheduled,False,False,False,False,0.5706051648774187,0.05347222417910192,0.43859822131137766,0.0011487260895319817,-0.0039237077967037015,0.0,0.76,0.78,0.9,0.96,0.98,252578076.7744605,262592023.26358467,22
2021-08-24,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,-0.0037946893580674554,-0.0037946893580674554,hold,False,False,False,False,0.5456327096461088,0.05094354108452623,0.41409920168178505,-0.006350007974280536,0.0,0.00010939590357761375,0.76,0.78,0.9,0.96,0.98,251619621.43444327,261595568.10739294,22
2021-08-25,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.006678169938529663,0.006678169938529663,hold,False,False,False,False,0.526282041209849,0.04897066523964843,0.39428518651614614,0.009720283035020483,0.0032538466058360527,0.0,0.76,0.78,0.9,0.96,0.98,253299980.026251,263342547.7663803,22
2021-08-26,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.007243671958237097,0.007243671958237097,hold,False,False,False,False,0.5270542427434863,0.04714084408307133,0.38620133786073835,0.01122206918396551,0.0019631940302222706,0.0,0.76,0.78,0.9,0.96,0.98,255134801.98858917,265250114.7950464,22
2021-08-27,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,-0.0009915240914283017,-0.0009915240914283017,hold,False,False,False,False,0.5221970129411178,0.047322406044923666,0.39985068431754683,-0.0008149721603494253,-0.0018739501691517058,-0.00010938393742288,0.76,0.78,0.9,0.96,0.98,254881829.68585566,264987112.91597298,22
2021-08-30,0.6,0.26,0.13999999999999999,0.6,0.0,0.0,0.001105686615348409,0.001105686615348409,hold,False,False,False,False,0.511138265460786,0.0470563521011881,0.41426627234275354,0.0016577286389487522,0.00042711319991983743,0.0,0.76,0.78,0.9,0.96,0.98,255163649.11343485,265280105.61996397,22
2021-08-31,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,5.7616331344667644e-05,5.7616331344667644e-05,hold,False,False,False,False,0.49362105140839274,0.04450940123901964,0.4108894062591533,-0.0004728411015373357,0.0011951215654870673,0.00021849560886022523,0.76,0.78,0.9,0.96,0.98,255178350.70678928,265295390.0864285,22
2021-09-01,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,0.0011940307828603668,0.0011940307828603668,hold,False,False,False,False,0.4803512790035773,0.04250694192801592,0.4065916832240173,0.003075622985614368,-0.0023875396363620682,-0.00021844787895797246,0.76,0.78,0.9,0.96,0.98,255483041.51265272,265612160.94874266,22
2021-09-02,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,-0.00017298109196870685,-0.00017298109196870685,hold,False,False,False,False,0.479070900248853,0.040992120538118924,0.4045454088585533,0.0014153367580318488,-0.003931473641491601,0.0,0.76,0.78,0.9,0.96,0.98,255438847.7771524,265566215.06710157,22
2021-09-03,0.6,0.26,0.13999999999999999,0.68,0.0,0.0,-0.0013745860037041391,-0.0013745860037041391,hold,False,False,False,False,0.48233250518692117,0.03976064497239211,0.3985124690687439,-0.003480689252428615,0.002745490568280884,0.0,0.76,0.78,0.9,0.96,0.98,255087725.11219564,265201171.46481365,22
2021-09-07,0.68,0.20799999999999996,0.11199999999999997,0.68,0.16000000000000014,0.00016000000000000015,-0.0017520679539321108,-0.001912067953932111,scheduled,False,False,False,False,0.48944292098322945,0.03881879848296749,0.3944409224159348,-0.003440382297696276,0.00282400004087191,0.0,0.76,0.78,0.9,0.96,0.98,254599980.04756716,264736520.99094492,22
2021-09-08,0.68,0.20799999999999996,0.11199999999999997,0.6,0.0,0.0,-0.005805203668507253,-0.005805203668507253,hold,False,False,False,False,0.5172798687967617,0.037865330786592336,0.39098348815637496,-0.0075894081046395945,-0.0031570120122741407,0.00010939590357761375,0.76,0.78,0.9,0.96,0.98,253121975.30939317,263199671.56810042,22
